State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Haryana,Gurgaon,"Gurgaon APMC",Onion,Other,"Grade B",21/04/2026,1000,2000,1500
Kerala,Kollam,"Sasthamkotta APMC",Ashgourd,Other,Local,21/04/2026,3000,3000,3000
Kerala,Kollam,"Sasthamkotta APMC","Sweet Potato",Other,Local,21/04/2026,3000,3000,3000
Kerala,Kollam,"Sasthamkotta APMC","Bitter gourd","Bitter Gourd",Local,21/04/2026,6000,6000,6000
Kerala,Kollam,"Sasthamkotta APMC",Pumpkin,Other,Local,21/04/2026,3000,3000,3000
Kerala,Thiruvananthapuram,"Parassala APMC",Cowpea(Veg),"Cowpea (Veg)",Local,21/04/2026,6500,6800,6500
Kerala,Thiruvananthapuram,"Parassala APMC","Bitter gourd","Bitter Gourd",Local,21/04/2026,5500,6000,5500
Kerala,Thiruvananthapuram,"Parassala APMC",Tomato,Tomato,Local,21/04/2026,3000,3200,3000
Kerala,Thiruvananthapuram,"Neyyatinkara APMC",Cabbage,Other,FAQ,21/04/2026,3400,4000,3600
Kerala,Thiruvananthapuram,"Neyyatinkara APMC",Snakeguard,Other,FAQ,21/04/2026,3400,4000,3600
Kerala,Thiruvananthapuram,"Attingal APMC","Banana - Green",Other,Local,21/04/2026,2500,3200,3000
Kerala,Kollam,"Anchal APMC",Banana,Poovan,Medium,21/04/2026,7200,7200,7200
Kerala,Kollam,"Anchal APMC",Snakeguard,Snakeguard,Local,21/04/2026,3600,3600,3600
Kerala,Kollam,"Anchal APMC",Banana,"Red Banana",Medium,21/04/2026,6500,6500,6500
Kerala,Kollam,"Anchal APMC",Banana,Robusta,Medium,21/04/2026,4400,4400,4400
Kerala,Kollam,"Anchal APMC",Beetroot,Beetroot,Local,21/04/2026,3700,3700,3700
Kerala,Kollam,"Anchal APMC",Amaranthus,Amaranthus,Local,21/04/2026,3600,3600,3600
Kerala,Kollam,"Anchal APMC",Colacasia,Colacasia,Medium,21/04/2026,6300,6300,6300
Kerala,Kollam,"Anchal APMC",Brinjal,Brinjal,Local,21/04/2026,3800,3800,3800
Kerala,Alappuzha,"Chengannur APMC",Cucumbar(Kheera),Other,FAQ,21/04/2026,2800,3300,3000
Kerala,Alappuzha,"Chengannur APMC",Lemon,Lemon,FAQ,21/04/2026,19500,20000,20000
Kerala,Alappuzha,"Chengannur APMC",Drumstick,Other,FAQ,21/04/2026,4600,4900,4700
Kerala,Alappuzha,"Chengannur APMC","Bottle gourd",Other,FAQ,21/04/2026,1900,2200,2000
Kerala,Alappuzha,"Chengannur APMC",Ginger(Green),"Green Ginger",FAQ,21/04/2026,6500,7000,6800
Kerala,Alappuzha,"Harippad APMC",Carrot,Other,FAQ,21/04/2026,4500,5000,4500
Kerala,Alappuzha,"Harippad APMC",Ashgourd,Other,FAQ,21/04/2026,3000,3500,3000
Kerala,Alappuzha,"Harippad APMC","Banana - Green",Other,FAQ,21/04/2026,3500,4000,3500
Kerala,Alappuzha,"Harippad APMC","Bhindi(Ladies Finger)",Other,FAQ,21/04/2026,4000,4500,4000
Kerala,Alappuzha,"Cherthala APMC",Cowpea(Veg),"Cowpea (Veg)",FAQ,21/04/2026,4000,4200,4100
Kerala,Alappuzha,"Cherthala APMC",Onion,Onion,FAQ,21/04/2026,3400,3600,3500
Kerala,Alappuzha,"Cherthala APMC",Potato,Potato,FAQ,21/04/2026,3100,3300,3200
Kerala,Alappuzha,"Cherthala APMC","Banana - Green","Banana - Green",FAQ,21/04/2026,3600,3700,3700
Kerala,Alappuzha,"Cherthala APMC",Beetroot,Beetroot,FAQ,21/04/2026,3600,3800,3700
Kerala,Kottayam,"Ettumanoor APMC",Cauliflower,Cauliflower,FAQ,21/04/2026,3000,3400,3200
Kerala,Kottayam,"Ettumanoor APMC",Drumstick,Drumstick,"Grade A",21/04/2026,3400,3800,3600
Kerala,Kottayam,"Ettumanoor APMC",Capsicum,Other,FAQ,21/04/2026,4800,5200,5000
Kerala,Kottayam,"Ettumanoor APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",FAQ,21/04/2026,2600,3000,2800
Kerala,Thirssur,"Irinjalakkuda APMC","Bottle gourd","Bottle Gourd",FAQ,21/04/2026,3700,3700,3700
Kerala,Thirssur,"Irinjalakkuda APMC",Carrot,Carrot,FAQ,21/04/2026,5100,5100,5100
Kerala,Thirssur,"Irinjalakkuda APMC",Onion,Onion,FAQ,21/04/2026,2500,2500,2500
Kerala,Thirssur,"Irinjalakkuda APMC",Ashgourd,Ashgourd,FAQ,21/04/2026,2000,2100,2100
Kerala,Thirssur,"Irinjalakkuda APMC","Banana - Green","Banana - Green",FAQ,21/04/2026,5500,5500,5500
Kerala,Thirssur,"Chavakkad APMC","Elephant Yam(Suran)/Amorphophallus",Other,FAQ,21/04/2026,2500,4000,4000
Kerala,Thirssur,"Chavakkad APMC",Drumstick,Drumstick,FAQ,21/04/2026,5000,6000,6000
Kerala,Thirssur,"Chavakkad APMC",Cowpea(Veg),"Cowpea (Veg)",FAQ,21/04/2026,3800,4800,4800
Kerala,Thirssur,"Chavakkad APMC",Garlic,Other,FAQ,21/04/2026,16000,16000,16000
Kerala,Thirssur,"Chavakkad APMC",Tomato,Tomato,FAQ,21/04/2026,2800,3600,3600
"Jammu and Kashmir",Kathua,"Kathua APMC","Knool Khol","Knool Khol",FAQ,21/04/2026,1200,1600,1400
"Jammu and Kashmir",Kathua,"Kathua APMC",Potato,Other,FAQ,21/04/2026,500,600,550
"Jammu and Kashmir",Kathua,"Kathua APMC",Orange,Other,"Grade B",21/04/2026,7000,7500,7250
"Jammu and Kashmir",Kathua,"Kathua APMC","Mousambi(Sweet Lime)",Other,"Grade B",21/04/2026,6500,7000,6750
Kerala,Ernakulam,"Thrippunithura APMC",Carrot,Carrot,Medium,21/04/2026,5000,6000,5200
Kerala,Ernakulam,"Thrippunithura APMC",Ashgourd,Ashgourd,Medium,21/04/2026,3000,4000,3200
Kerala,Ernakulam,"Thrippunithura APMC","Bhindi(Ladies Finger)",Bhindi,Medium,21/04/2026,5000,6000,5200
Kerala,Ernakulam,"Thrippunithura APMC","Little gourd(Kundru)",Other,Medium,21/04/2026,4000,5000,4200
Kerala,Ernakulam,"Thrippunithura APMC",Brinjal,Brinjal,Medium,21/04/2026,7000,8000,7200
Kerala,Ernakulam,"Thrippunithura APMC",Cabbage,Cabbage,Medium,21/04/2026,4000,5500,4200
Kerala,Ernakulam,"Thrippunithura APMC","Cluster beans","Cluster Beans",Medium,21/04/2026,5000,6000,5200
Kerala,Ernakulam,"Thrippunithura APMC",Cauliflower,Cauliflower,Medium,21/04/2026,5000,6600,5200
Kerala,Palakad,"Pattambi APMC",Cabbage,Cabbage,FAQ,21/04/2026,1500,1800,1600
Kerala,Palakad,"Pattambi APMC",Banana,"Nendra Bale","Grade B",21/04/2026,4000,4500,4200
Kerala,Palakad,"Pattambi APMC",Ashgourd,Ashgourd,FAQ,21/04/2026,1600,2000,1800
Kerala,Palakad,"Pattambi APMC","Bitter gourd","Bitter Gourd",FAQ,21/04/2026,5000,5500,5200
Haryana,Rohtak,"Meham APMC","Water Melon","Water Melon",Medium,21/04/2026,800,1000,900
Kerala,Kottayam,"Kurichy VFPCK APMC",Cucumbar(Kheera),Cucumbar,"Grade A",21/04/2026,1800,2000,2000
Kerala,Kottayam,"Kurichy VFPCK APMC",Cowpea(Veg),"Cowpea (Veg)","Grade A",21/04/2026,5000,5500,5500
Kerala,Thirssur,"Kadukutty VFPCK APMC",Banana,Robusta,"Grade A",21/04/2026,1400,1800,1600
Kerala,Thirssur,"Pananchery VFPCK APMC",Banana,"Nendra Bale","Grade A",21/04/2026,1500,4000,3500
"West Bengal",Nadia,"Kalyani APMC",Potato,Jyoti,Local,21/04/2026,680,700,690
"West Bengal",Nadia,"Kalyani APMC","Green Chilli","Green Chilly",Local,21/04/2026,4800,6000,5400
"West Bengal",Nadia,"Kalyani APMC",Rice,Masuri,Local,21/04/2026,3300,3500,3400
"West Bengal","Sounth 24 Parganas","Baruipur(Canning) APMC","Bitter gourd","Bitter Gourd",FAQ,21/04/2026,4100,4500,4300
Kerala,Malappuram,"Pallikkal VFPCK APMC",Banana,"Nendra Bale",Local,21/04/2026,2300,2500,2400
Haryana,Sirsa,"Kalawali(Odhan) APMC",Wheat,Other,Local,21/04/2026,2585,2585,2585
"West Bengal",Medinipur(E),"Egra/contai APMC",Tomato,Tomato,FAQ,21/04/2026,900,1000,950
"West Bengal",Medinipur(E),"Egra/contai APMC",Potato,Jyoti,FAQ,21/04/2026,800,820,810
"West Bengal",Medinipur(E),"Egra/contai APMC",Rice,Fine,FAQ,21/04/2026,3600,3800,3700
Rajasthan,Sikar,"Fatehpur APMC",Mustard,Other,Local,21/04/2026,6000,6300,6200
Punjab,Jalandhar,"Jalandhar City(Jalandhar) APMC",Potato,Other,FAQ,21/04/2026,120,380,200
Punjab,Jalandhar,"Jalandhar City(Jalandhar) APMC",Chikoos(Sapota),Sapota,Medium,21/04/2026,2000,4800,2400
Punjab,Jalandhar,"Jalandhar City(Jalandhar) APMC",Papaya,Papaya,Medium,21/04/2026,1000,1700,1100
Punjab,Jalandhar,"Jalandhar City(Jalandhar) APMC","Tender Coconut","Tender Coconut",Medium,21/04/2026,1200,3500,2300
Punjab,Jalandhar,"Jalandhar City(Jalandhar) APMC",Apple,Other,Medium,21/04/2026,2300,8200,4800
Punjab,Jalandhar,"Jalandhar City(Jalandhar) APMC","Banana - Green","Banana - Green",FAQ,21/04/2026,1000,1500,1200
Punjab,Gurdaspur,"Kalanaur APMC",Pumpkin,Pumpkin,"Grade A",21/04/2026,1500,1500,1500
Gujarat,Kheda,"Nadiyad(Piplag) APMC",Potato,Potato,FAQ,21/04/2026,1050,1350,1200
Rajasthan,Baran,"Anta APMC",Mustard,Other,Local,21/04/2026,6499,6499,6499
Rajasthan,Baran,"Anta APMC",Soyabean,Other,Local,21/04/2026,5301,5301,5301
Kerala,Ernakulam,"North Paravur APMC",Lemon,Lemon,Small,21/04/2026,20000,21000,20500
Kerala,Ernakulam,"North Paravur APMC",Coriander(Leaves),Coriander,FAQ,21/04/2026,6500,7000,6800
Kerala,Ernakulam,"North Paravur APMC",Cucumbar(Kheera),Cucumbar,Medium,21/04/2026,2400,3000,2800
Kerala,Ernakulam,"North Paravur APMC",Ridgeguard(Tori),Other,FAQ,21/04/2026,5500,6000,5800
Kerala,Ernakulam,"North Paravur APMC","Little gourd(Kundru)","Little gourd (Kundru)",Medium,21/04/2026,3000,4000,3500
Kerala,Ernakulam,"North Paravur APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Medium,21/04/2026,3500,4500,4000
Kerala,Ernakulam,"North Paravur APMC",Pineapple,Other,Medium,21/04/2026,5500,6000,5800
Kerala,Ernakulam,"North Paravur APMC","Banana - Green","Banana - Green",Medium,21/04/2026,2700,3500,3000
"Himachal Pradesh",Solan,"SMY Nalagarh",Papaya,Other,Medium,21/04/2026,2800,3200,3000
"Himachal Pradesh",Solan,"SMY Nalagarh",Garlic,Other,"Grade Range-2",21/04/2026,5500,6500,6000
"Himachal Pradesh",Solan,"SMY Nalagarh",Wheat,Other,Local,21/04/2026,2585,2585,2585
"Himachal Pradesh",Hamirpur,"SMY Nadaun",Raddish,Raddish,"Grade B",21/04/2026,1800,2000,1900
"Himachal Pradesh",Hamirpur,"SMY Nadaun",Banana,Other,"Grade B",21/04/2026,3600,4000,3800
"Himachal Pradesh",Hamirpur,"SMY Nadaun",Cabbage,Other,"Grade B",21/04/2026,1000,1200,1100
"Himachal Pradesh",Hamirpur,"SMY Nadaun",Tomato,Tomato,"Grade B",21/04/2026,3600,4000,3800
Rajasthan,Bundi,"Dei APMC",Wheat,Other,Local,21/04/2026,2200,2491,2350
Odisha,Balasore,"Jaleswar APMC",Brinjal,Other,Local,21/04/2026,4000,4200,4100
Odisha,Balasore,"Jaleswar APMC",Pumpkin,Other,Local,21/04/2026,1300,1500,1400
Odisha,Balasore,"Jaleswar APMC",Ridgeguard(Tori),Other,Local,21/04/2026,1700,2000,1800
"Himachal Pradesh",Kangra,"SMY Jaisinghpur",Banana,"Banana - Ripe",Medium,21/04/2026,4800,5000,4900
"Himachal Pradesh",Kangra,"SMY Jaisinghpur",Tinda,Other,FAQ,21/04/2026,4800,5200,5000
"Himachal Pradesh",Kangra,"SMY Jaisinghpur",Grapes,Other,Medium,21/04/2026,11500,13000,12500
"Himachal Pradesh",Kangra,"SMY Jaisinghpur","Water Melon",Other,Medium,21/04/2026,2000,2200,2100
"Himachal Pradesh",Kangra,"SMY Jaisinghpur",Colacasia,Colacasia,FAQ,21/04/2026,5000,5500,5200
"Himachal Pradesh",Kangra,"SMY Jaisinghpur",Brinjal,Brinjal,FAQ,21/04/2026,2200,2800,2500
"Himachal Pradesh",Kangra,"SMY Jassur",Apple,Apple,"Grade B",21/04/2026,7000,12000,9000
"Himachal Pradesh",Kangra,"SMY Nagrota Bagwan","Karbuja(Musk Melon)",Karbhuja,Medium,21/04/2026,2500,3500,3000
"Himachal Pradesh",Kangra,"SMY Nagrota Bagwan",Cabbage,Cabbage,FAQ,21/04/2026,800,1000,900
"Himachal Pradesh",Kangra,"SMY Nagrota Bagwan",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,1200,1500,1300
"Himachal Pradesh",Kangra,"SMY Nagrota Bagwan","French Beans(Frasbean)","French Beans (Frasbean)",FAQ,21/04/2026,4000,4500,4200
"Himachal Pradesh",Mandi,"SMY Takoli",Cabbage,Other,Medium,21/04/2026,500,1000,800
"Himachal Pradesh",Mandi,"SMY Takoli",Potato,Other,Medium,21/04/2026,600,1200,1000
"Uttar Pradesh",Maharajganj,"Anandnagar APMC",Wheat,Dara,FAQ,21/04/2026,2250,2250,2250
"Uttar Pradesh",Maharajganj,"Anandnagar APMC","Banana - Green","Banana - Green",FAQ,21/04/2026,1420,1620,1520
"West Bengal",Darjeeling,"Siliguri APMC",Rice,Fine(Basmati),FAQ,21/04/2026,4800,5000,4900
Telangana,Mahbubnagar,"Narayanpet APMC",Cowpea(Lobia/Karamani),Other,Local,21/04/2026,2266,5350,5039
Gujarat,Dahod,"Jhalod APMC",Maize,"White (SAFED)",Local,21/04/2026,1700,1700,1700
Gujarat,Dahod,"Jhalod APMC",Paddy(Common),Paddy,Local,21/04/2026,2500,2500,2500
Gujarat,Dahod,"Jhalod APMC","Bengal Gram(Gram)(Whole)","Desi (Whole)",Local,21/04/2026,5000,5000,5000
Odisha,Kendrapara,"Gopa APMC",Cucumbar(Kheera),Cucumbar,"Grade A",21/04/2026,4000,4000,4000
Odisha,Kendrapara,"Gopa APMC","Pointed gourd(Parval)","Pointed gourd (Parval)","Grade A",21/04/2026,7000,7000,7000
Kerala,Kannur,"Taliparamba APMC",Brinjal,Brinjal,FAQ,21/04/2026,4100,4300,4200
Kerala,Kannur,"Taliparamba APMC",Tomato,Tomato,FAQ,21/04/2026,3300,3500,3400
Odisha,Sundergarh,"Bonai APMC","Bitter gourd",Other,FAQ,21/04/2026,3310,3510,3420
Odisha,Sundergarh,"Bonai APMC","Banana - Green",Other,FAQ,21/04/2026,1455,1605,1575
Kerala,Kozhikode(Calicut),"Quilandy APMC","Bottle gourd",Other,FAQ,21/04/2026,3300,3600,3500
Kerala,Kozhikode(Calicut),"Quilandy APMC","Bitter gourd",Other,FAQ,21/04/2026,5000,5200,5000
Kerala,Kozhikode(Calicut),"Quilandy APMC",Cucumbar(Kheera),Other,FAQ,21/04/2026,3200,3500,3300
Kerala,Kozhikode(Calicut),"Quilandy APMC","Elephant Yam(Suran)/Amorphophallus",Other,FAQ,21/04/2026,3500,3600,3500
Kerala,Kozhikode(Calicut),"Quilandy APMC","Green Chilli",Other,FAQ,21/04/2026,3500,3600,3500
Kerala,Kozhikode(Calicut),"Quilandy APMC",Drumstick,Other,FAQ,21/04/2026,4000,4300,4200
Kerala,Kozhikode(Calicut),"Quilandy APMC",Tomato,Other,FAQ,21/04/2026,2700,2800,2800
Kerala,Kozhikode(Calicut),"Quilandy APMC",Carrot,Other,FAQ,21/04/2026,4000,4300,4100
Punjab,Tarntaran,"Tarantaran APMC",Pumpkin,Other,Local,21/04/2026,2100,2100,2100
Haryana,Panipat,"Samalkha APMC",Onion,Other,FAQ,21/04/2026,1000,1400,1200
Haryana,Panipat,"Samalkha APMC",Potato,Other,FAQ,21/04/2026,600,600,600
Haryana,Panipat,"Samalkha APMC",Tomato,Other,FAQ,21/04/2026,1500,1500,1500
Haryana,Panipat,"Samalkha APMC",Pumpkin,Pumpkin,FAQ,21/04/2026,500,700,600
Haryana,Panipat,"Samalkha APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,500,700,600
Haryana,Panipat,"Samalkha APMC",Ginger(Green),Other,FAQ,21/04/2026,7000,7000,7000
Haryana,Panipat,"Samalkha APMC",Lemon,Lemon,FAQ,21/04/2026,18000,18000,18000
Haryana,Panipat,"Samalkha APMC","Chilly Capsicum",Other,FAQ,21/04/2026,1500,1500,1500
Haryana,Panipat,"Samalkha APMC",Mango(Raw-Ripe),Other,FAQ,21/04/2026,4000,4000,4000
"West Bengal",Puruliya,"Balarampur APMC",Ridgeguard(Tori),Other,Local,21/04/2026,1500,2000,1800
"West Bengal",Puruliya,"Balarampur APMC",Tomato,Other,Local,21/04/2026,1000,1500,1200
"Himachal Pradesh",Una,"SMY Santoshgarh",Pumpkin,Pumpkin,FAQ,21/04/2026,400,500,450
"Himachal Pradesh",Una,"SMY Santoshgarh",Ginger(Green),"Green Ginger",FAQ,21/04/2026,6200,6400,6300
"Himachal Pradesh",Una,"SMY Santoshgarh",Capsicum,Capsicum,FAQ,21/04/2026,1700,1700,1700
"Himachal Pradesh",Una,"SMY Santoshgarh",Cabbage,Cabbage,FAQ,21/04/2026,700,700,700
"Himachal Pradesh",Una,"SMY Santoshgarh",Banana,Other,"Grade A",21/04/2026,2100,2200,2150
"Himachal Pradesh",Una,"SMY Santoshgarh","Green Chilli","Green Chilly",FAQ,21/04/2026,1800,2500,2150
"West Bengal",Jhargram,"Jhargram APMC","Sweet Pumpkin",Other,FAQ,21/04/2026,2100,2500,2300
"West Bengal",Jhargram,"Jhargram APMC",Cucumbar(Kheera),Other,FAQ,21/04/2026,3800,4200,4000
"West Bengal",Jhargram,"Jhargram APMC",Potato,Jyoti,FAQ,21/04/2026,550,630,600
"Uttar Pradesh",Etawah,"Jasvantnagar APMC",Cucumbar(Kheera),Cucumbar,Medium,21/04/2026,1315,1415,1365
"Uttar Pradesh",Etawah,"Jasvantnagar APMC",Raddish,Raddish,Medium,21/04/2026,1965,2065,2015
"Uttar Pradesh",Etawah,"Jasvantnagar APMC",Potato,Desi,Medium,21/04/2026,500,700,600
"Uttar Pradesh",Etawah,"Jasvantnagar APMC",Orange,Orange,Medium,21/04/2026,6260,6360,6310
"Uttar Pradesh",Etawah,"Jasvantnagar APMC",Papaya,Papaya,Medium,21/04/2026,2720,2820,2770
"Uttar Pradesh",Etawah,"Jasvantnagar APMC",Carrot,Carrot,Medium,21/04/2026,1960,2060,2010
Odisha,Jagatsinghpur,"Rahama APMC",Pumpkin,Other,Local,21/04/2026,1500,3000,2000
Odisha,Dhenkanal,"Hindol APMC","Bhindi(Ladies Finger)",Bhindi,"Grade B",21/04/2026,3800,4200,4000
Odisha,Dhenkanal,"Hindol APMC",Potato,Potato,"Grade B",21/04/2026,1000,1200,1100
"West Bengal",Hooghly,"Kalipur APMC",Tomato,Deshi,FAQ,21/04/2026,1000,1200,1100
"West Bengal",Hooghly,"Kalipur APMC",Onion,Nasik,FAQ,21/04/2026,1400,1500,1400
"West Bengal",Hooghly,"Kalipur APMC","Pointed gourd(Parval)","Pointed gourd (Parval)",FAQ,21/04/2026,3600,4000,3800
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC",Cabbage,Other,FAQ,21/04/2026,4000,8000,6000
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC","Bhindi(Ladies Finger)",Other,FAQ,21/04/2026,2500,5000,3500
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC",Pumpkin,Other,FAQ,21/04/2026,2500,5000,3500
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC","Pointed gourd(Parval)",Other,FAQ,21/04/2026,8000,15000,12000
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC",Tomato,Other,FAQ,21/04/2026,2500,5000,3500
"Andaman and Nicobar","North and Middle Andaman ","Diglipur APMC","Knool Khol",Other,FAQ,21/04/2026,4000,8000,6000
Punjab,Tarntaran,"Harike APMC",Brinjal,Brinjal,FAQ,21/04/2026,800,900,850
"West Bengal",Medinipur(W),"Garbeta(Medinipur) APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,4800,5400,5000
"West Bengal",Medinipur(W),"Garbeta(Medinipur) APMC","Bhindi(Ladies Finger)",Bhindi,FAQ,21/04/2026,3000,3400,3200
"West Bengal","Sounth 24 Parganas","Diamond Harbour(South 24-pgs) APMC",Tomato,Tomato,FAQ,21/04/2026,1300,1500,1400
"West Bengal","Purba Bardhaman","Guskara APMC",Potato,Jyoti,FAQ,21/04/2026,660,700,680
"Madhya Pradesh",Dewas,"Dewas(F&V) APMC",Potato,Other,FAQ,21/04/2026,400,1100,900
"Madhya Pradesh",Burhanpur,"Burhanpur(F&V) APMC",Mango,Badami,"Grade A",21/04/2026,5500,9000,8000
"Madhya Pradesh",Burhanpur,"Burhanpur(F&V) APMC",Tomato,Other,Medium,21/04/2026,500,1500,1200
"Madhya Pradesh",Burhanpur,"Burhanpur(F&V) APMC",Cucumbar(Kheera),Cucumbar,Medium,21/04/2026,800,1200,1000
"Madhya Pradesh",Burhanpur,"Burhanpur(F&V) APMC",Brinjal,Brinjal,Medium,21/04/2026,1000,1600,1400
"Madhya Pradesh",Burhanpur,"Burhanpur(F&V) APMC",Cabbage,Cabbage,Local,21/04/2026,500,1000,800
"Madhya Pradesh",Burhanpur,"Burhanpur(F&V) APMC",Pumpkin,Other,Local,21/04/2026,1200,1600,1400
"Madhya Pradesh",Burhanpur,"Burhanpur(F&V) APMC",Cauliflower,Local,Medium,21/04/2026,1300,2000,1800
"Madhya Pradesh",Burhanpur,"Burhanpur(F&V) APMC",Guar,Gwar,Medium,21/04/2026,2500,3000,2800
"Madhya Pradesh",Ujjain,"Ujjain(F&V) APMC",Cauliflower,Cauliflower,Medium,21/04/2026,785,785,785
"Madhya Pradesh",Ujjain,"Ujjain(F&V) APMC",Methi(Leaves),Methi,Medium,21/04/2026,718,718,718
Rajasthan,Deeg,"Sikri APMC",Mustard,Mustard,Non-FAQ,21/04/2026,6100,6800,6620
Gujarat,Banaskanth,"Dhanera APMC",Mustard,"Yellow (Black)",Local,21/04/2026,6500,7900,7340
Gujarat,Dahod,"Dahod APMC",Maize,"White (SAFED)",Local,21/04/2026,1575,2100,1900
Gujarat,Dahod,"Dahod APMC","Dry Chillies","Dry Chillies",FAQ,21/04/2026,12500,24000,20000
Gujarat,Kheda,"Nadiad APMC",Potato,Potato,FAQ,21/04/2026,1500,1800,1650
Odisha,Mayurbhanja,"Narasinghpur APMC",Cucumbar(Kheera),Cucumbar,Local,21/04/2026,4000,5000,4500
Gujarat,Sabarkantha,"Talod APMC",Wheat,Other,FAQ,21/04/2026,2100,2670,2385
Gujarat,Sabarkantha,"Talod APMC",Maize,Other,FAQ,21/04/2026,1715,2400,2058
Gujarat,Bhavnagar,"Mahuva(Station Road) APMC",Onion,White,FAQ,21/04/2026,740,1325,1100
Odisha,Cuttack,"Banki APMC",Colacasia,Arabi,Medium,21/04/2026,2000,3000,2500
Odisha,Cuttack,"Banki APMC",Tomato,Other,Medium,21/04/2026,800,1200,1000
"Himachal Pradesh",Kangra,"PMY Kangra",Garlic,Average,FAQ,21/04/2026,12000,13000,12500
"Himachal Pradesh",Kangra,"PMY Kangra",Tinda,Tinda,FAQ,21/04/2026,4800,5000,5000
"Himachal Pradesh",Kangra,"PMY Kangra",Banana,Other,Medium,21/04/2026,3500,4500,4000
"Himachal Pradesh",Kangra,"PMY Kangra",Coriander(Leaves),Coriander,FAQ,21/04/2026,3000,4000,3500
"Himachal Pradesh",Kangra,"PMY Kangra",Capsicum,Capsicum,FAQ,21/04/2026,1800,2200,2000
"Himachal Pradesh",Kangra,"PMY Kangra","Bottle gourd","Bottle Gourd",FAQ,21/04/2026,1200,1500,1300
"Himachal Pradesh",Kangra,"PMY Kangra","Bitter gourd","Bitter Gourd",FAQ,21/04/2026,4000,4500,4200
"Himachal Pradesh",Kangra,"PMY Kangra",Carrot,Carrot,FAQ,21/04/2026,2000,3000,2500
Haryana,Mahendragarh-Narnaul,"Narnaul APMC",Coriander(Leaves),Coriander,Medium,21/04/2026,2000,3000,2500
Haryana,Mahendragarh-Narnaul,"Narnaul APMC","Tender Coconut","Tender Coconut",Medium,21/04/2026,5000,6000,6000
Haryana,Mahendragarh-Narnaul,"Narnaul APMC",Mango,Safeda,Medium,21/04/2026,6000,7000,7000
Haryana,Mahendragarh-Narnaul,"Narnaul APMC",Apple,Apple,Medium,21/04/2026,10000,12000,12000
Haryana,Mahendragarh-Narnaul,"Narnaul APMC",Cucumbar(Kheera),Cucumbar,Medium,21/04/2026,800,1500,1200
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard) APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,2005,3210,2605
Haryana,Jind,"Narwana APMC",Tomato,Tomato,Non-FAQ,21/04/2026,2500,2500,2500
"Uttar Pradesh",Raebarelli,"Lalganj APMC",Paddy(Common),Common,FAQ,21/04/2026,2200,2400,2300
"Uttar Pradesh",Amroha,"Hasanpur APMC","Bhindi(Ladies Finger)",Bhindi,FAQ,21/04/2026,1850,2200,2020
Punjab,Patiala,"Nabha APMC",Onion,Other,"Grade C",21/04/2026,700,1300,900
"Himachal Pradesh",Una,"PMY Una",Pomegranate,Pomogranate,"Grade A",21/04/2026,15000,19000,17000
"Uttar Pradesh",Shahjahanpur,"Jalalabad APMC",Wheat,Other,FAQ,21/04/2026,2350,2350,2350
"Uttar Pradesh",Shahjahanpur,"Jalalabad APMC","Bottle gourd","Bottle Gourd",FAQ,21/04/2026,900,1000,950
"Uttar Pradesh",Shamli,"Kairana APMC",Onion,Red,FAQ,21/04/2026,1000,1100,1050
"Uttar Pradesh",Shamli,"Kairana APMC",Potato,Desi,FAQ,21/04/2026,600,700,650
"Uttar Pradesh",Shamli,"Kairana APMC",Cabbage,Cabbage,FAQ,21/04/2026,1100,1200,1150
"Uttar Pradesh",Shamli,"Kairana APMC","Bhindi(Ladies Finger)",Bhindi,FAQ,21/04/2026,1800,1900,1850
"Uttar Pradesh",Shamli,"Kairana APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,1000,1100,1050
"Uttar Pradesh",Shamli,"Kairana APMC",Brinjal,Round/Long,FAQ,21/04/2026,1000,1100,1050
"Uttar Pradesh",Shamli,"Kairana APMC",Raddish,Raddish,FAQ,21/04/2026,1100,1200,1150
"Uttar Pradesh","Kanpur Dehat","Pukharayan APMC","Bottle gourd","Bottle Gourd",FAQ,21/04/2026,1100,1140,1125
"Uttar Pradesh","Kanpur Dehat","Pukharayan APMC",Cabbage,Cabbage,FAQ,21/04/2026,1040,1060,1050
"Uttar Pradesh","Kanpur Dehat","Pukharayan APMC",Brinjal,Brinjal,FAQ,21/04/2026,1150,1175,1160
"Uttar Pradesh","Kanpur Dehat","Pukharayan APMC",Apple,Delicious,"Grade B",21/04/2026,9730,9760,9750
"Uttar Pradesh","Kanpur Dehat","Pukharayan APMC",Rice,Common,FAQ,21/04/2026,3440,3465,3455
